Date,Open,High,Low,Close,Adj Close,Volume
2022-04-18,20.500000,20.500000,20.500000,20.500000,20.359655,1300
2022-04-19,20.650000,20.663000,20.629999,20.663000,20.521542,1400
2022-04-20,20.413000,20.413000,20.413000,20.413000,20.273252,100
2022-04-21,19.790001,19.795000,19.670000,19.737000,19.601879,3100
2022-04-22,19.809999,19.809999,19.705999,19.705999,19.571091,1500
2022-04-25,19.350000,19.520000,19.205000,19.520000,19.386364,2000
2022-04-26,19.020000,19.020000,18.690001,18.809999,18.681225,2200
2022-04-27,18.879999,18.885000,18.879999,18.885000,18.755711,300
2022-04-28,18.879999,18.879999,18.799999,18.799999,18.671293,400
2022-04-29,19.010000,19.010000,18.695000,18.695000,18.567013,1700
2022-05-02,18.459999,18.459999,18.459999,18.459999,18.333620,400
2022-05-03,18.733999,18.733999,18.733999,18.733999,18.605745,100
2022-05-04,18.809999,18.809999,18.809999,18.809999,18.681225,100
2022-05-05,18.700001,18.700001,18.169001,18.275999,18.150879,500
2022-05-06,18.000000,18.025000,18.000000,18.013000,17.889683,700
2022-05-09,17.610001,17.610001,17.110001,17.110001,16.992865,3100
2022-05-10,17.719999,17.770000,17.330000,17.559000,17.438791,2900
2022-05-11,17.820000,17.872999,17.415001,17.415001,17.295776,1500
2022-05-12,17.209999,17.219999,17.150000,17.150000,17.032591,500
2022-05-13,17.840000,17.950001,17.840000,17.903999,17.781427,3100
2022-05-16,17.794001,17.794001,17.794001,17.794001,17.672182,200
2022-05-17,18.129999,19.020000,18.129999,19.020000,18.889788,2800
2022-05-18,18.340000,18.340000,18.000000,18.000000,17.876772,1500
2022-05-19,18.629999,19.090000,18.629999,19.038000,18.907665,1200
2022-05-20,19.000000,19.122999,18.940001,19.122999,18.992081,1300
2022-05-23,19.430000,19.554001,19.400000,19.554001,19.420132,1500
2022-05-24,19.368999,19.368999,19.290001,19.325001,19.192701,600
2022-05-25,19.455000,19.455000,19.455000,19.455000,19.321810,100
2022-05-26,19.590000,19.750000,19.590000,19.743999,19.608831,1000
2022-05-27,19.760000,19.760000,19.719999,19.719999,19.584995,1500
2022-05-31,20.100000,20.100000,19.830999,19.830999,19.695236,1300
2022-06-01,19.674999,19.674999,19.575001,19.575001,19.440990,400
2022-06-02,20.250000,20.257000,20.250000,20.257000,20.118320,800
2022-06-03,20.290001,20.290001,20.156000,20.156000,20.018011,200
2022-06-06,20.270000,20.290001,20.184999,20.230000,20.091503,4100
2022-06-07,20.059999,20.299999,20.059999,20.290001,20.151094,1200
2022-06-08,20.139999,20.139999,20.139999,20.139999,20.002119,100
2022-06-09,19.900999,19.900999,19.610001,19.610001,19.475750,2300
2022-06-10,19.548000,19.548000,19.548000,19.548000,19.414173,100
2022-06-13,18.770000,18.957001,18.770000,18.957001,18.827219,1400
2022-06-14,18.631001,18.670000,18.631001,18.670000,18.542183,500
2022-06-15,18.700001,18.959999,18.660000,18.809999,18.681225,1800
2022-06-16,18.507000,18.507000,18.507000,18.507000,18.380299,500
2022-06-17,18.940001,19.070000,18.940001,19.025999,18.895744,3800
2022-06-21,19.590000,19.690001,19.559999,19.590000,19.455887,2100
2022-06-22,19.280001,19.350000,19.280001,19.318001,19.185749,400
2022-06-23,19.440001,19.476000,19.440001,19.476000,19.342665,400
2022-06-24,19.860001,19.860001,19.843000,19.843000,19.707153,500
2022-06-27,19.870001,19.940001,19.844999,19.844999,19.709139,3700
2022-06-28,19.839001,19.839001,19.826000,19.826000,19.690269,200
2022-06-29,19.650000,19.650000,19.389999,19.410000,19.323902,800
2022-06-30,19.552999,19.780001,19.552999,19.740000,19.652439,1700
2022-07-01,19.674999,19.813999,19.674999,19.813999,19.726110,300
2022-07-05,19.420000,19.645000,19.280001,19.645000,19.557861,6300
2022-07-06,19.670000,19.670000,19.580000,19.662001,19.574785,3400
2022-07-07,20.000000,20.128000,19.990000,20.075001,19.985954,3700
2022-07-08,19.850000,20.040001,19.700001,19.940001,19.851553,7000
2022-07-11,19.840000,19.840000,19.549999,19.580000,19.493149,3600
2022-07-12,19.820000,19.820000,19.732000,19.732000,19.644474,3800
2022-07-13,19.870001,20.110001,19.830000,20.040001,19.951109,5000
2022-07-14,19.660000,19.750000,19.469999,19.750000,19.662395,5600
2022-07-15,19.480000,19.809999,19.440001,19.809999,19.722128,5800
2022-07-18,20.309999,20.309999,20.080000,20.100000,20.010843,11300
2022-07-19,20.075001,20.075001,20.010000,20.010000,19.921242,800
2022-07-20,20.309999,20.309999,20.219999,20.230000,20.140265,900
2022-07-21,19.820000,19.870001,19.775000,19.870001,19.781862,900
2022-07-22,19.900000,19.900000,19.870001,19.870001,19.781862,700
2022-07-25,19.660000,19.750000,19.660000,19.709999,19.622572,1100
2022-07-26,19.510000,19.510000,19.510000,19.510000,19.423460,100
2022-07-27,19.891001,19.891001,19.891001,19.891001,19.802771,100
2022-07-28,20.360001,20.530001,20.360001,20.530001,20.438936,600
2022-07-29,20.570000,20.680000,20.545000,20.680000,20.588270,1700
2022-08-01,20.469999,20.469999,20.330000,20.360001,20.269690,1400
2022-08-02,20.225000,20.260000,20.190001,20.190001,20.100443,300
2022-08-03,20.080000,20.129999,19.850000,20.090000,20.000887,2600
2022-08-04,20.230000,20.420000,20.219999,20.420000,20.329422,2900
2022-08-05,20.170000,20.440001,20.170000,20.309999,20.219910,9900
2022-08-08,20.490000,20.600000,20.440001,20.448999,20.358294,8800
2022-08-09,20.440001,20.469999,20.360001,20.440001,20.349335,7500
2022-08-10,20.900000,20.930000,20.870001,20.930000,20.837160,5400
2022-08-11,20.870001,20.870001,20.620001,20.620001,20.528536,7400
2022-08-12,20.629000,20.750000,20.629000,20.700001,20.608181,1200
2022-08-15,20.690001,20.690001,20.620001,20.680000,20.588270,800
2022-08-16,20.870001,20.900000,20.861000,20.861000,20.768467,5400
2022-08-17,21.150000,21.150000,21.090000,21.090000,20.996450,900
2022-08-18,21.030001,21.030001,20.780001,20.930000,20.837160,5100
2022-08-19,20.669001,20.679001,20.669001,20.674000,20.582296,2400
2022-08-22,20.260000,20.305000,20.250000,20.299999,20.209953,1800
2022-08-23,20.219999,20.349001,20.170000,20.340000,20.249777,6000
2022-08-24,20.100000,20.350000,20.100000,20.290001,20.200001,200
2022-08-25,20.407000,20.440001,20.407000,20.440001,20.349335,500
2022-08-26,19.920000,19.950001,19.920000,19.950001,19.861507,600
2022-08-29,20.045000,20.045000,20.010000,20.010000,19.921242,300
2022-08-30,20.000000,20.000000,19.709999,19.709999,19.622572,1500
2022-08-31,19.520000,19.530001,19.459999,19.459999,19.373680,5800
2022-09-01,19.230000,19.299999,19.160000,19.299999,19.214390,1200
2022-09-02,19.209999,19.219999,19.032000,19.059999,18.975454,1500
2022-09-06,19.030001,19.070000,19.030001,19.070000,18.985411,200
2022-09-07,19.375000,19.650000,19.375000,19.650000,19.562838,4600
2022-09-08,19.610001,19.610001,19.559999,19.559999,19.473236,300
2022-09-09,19.700001,19.700001,19.660000,19.660000,19.572794,1100
2022-09-12,19.930000,19.930000,19.799999,19.879999,19.791817,3900
2022-09-13,19.280001,19.320000,19.090000,19.090000,19.005322,1900
2022-09-14,19.230000,19.230000,19.180000,19.180000,19.094923,500
2022-09-15,18.590000,18.590000,18.580000,18.580000,18.497583,400
2022-09-16,18.350000,18.389999,18.350000,18.389999,18.308426,700
2022-09-19,18.170000,18.240000,18.170000,18.240000,18.159092,800
2022-09-20,17.940001,17.950001,17.940001,17.950001,17.870380,300
2022-09-21,18.049999,18.129999,17.959999,17.959999,17.880333,400
2022-09-22,17.730000,17.730000,17.530001,17.540001,17.462198,1300
2022-09-23,17.200001,17.260000,17.059999,17.059999,16.984325,2000
2022-09-26,16.950001,16.950001,16.680000,16.716000,16.641851,2700
2022-09-27,16.879999,17.059999,16.759001,16.830000,16.755346,1100
2022-09-28,16.711000,16.870001,16.711000,16.870001,16.795170,400
2022-09-29,16.590000,16.590000,16.320000,16.350000,16.277477,7200
2022-09-30,16.370001,16.430000,16.282000,16.282000,16.209778,2100
2022-10-03,16.500000,16.709999,16.500000,16.709999,16.635878,800
2022-10-04,17.180000,17.260000,17.170000,17.260000,17.183439,500
2022-10-05,16.799999,16.889999,16.799999,16.889999,16.815081,500
2022-10-06,16.790001,16.790001,16.530001,16.530001,16.456678,1800
2022-10-07,16.135000,16.139999,16.135000,16.139999,16.068407,400
2022-10-10,16.020000,16.020000,15.850000,16.010000,15.938984,1200
2022-10-11,15.980000,16.090000,15.880000,15.960000,15.889206,3900
2022-10-12,16.059999,16.059999,15.930000,15.930000,15.859340,700
2022-10-13,15.960000,16.330000,15.950000,16.330000,16.257565,2600
2022-10-14,16.200001,16.200001,16.059999,16.059999,15.988762,2800
2022-10-17,16.440001,16.440001,16.440001,16.440001,16.367077,100
2022-10-18,16.825001,16.825001,16.639999,16.700001,16.625925,2700
2022-10-19,16.340000,16.340000,16.340000,16.340000,16.267521,100
2022-10-20,16.370001,16.370001,16.180000,16.190001,16.118187,1300
2022-10-21,16.629999,16.629999,16.629999,16.629999,16.556232,100
2022-10-24,16.430000,16.430000,16.400000,16.430000,16.357121,1400
2022-10-25,16.559999,16.790001,16.559999,16.790001,16.715525,1300
2022-10-26,17.125000,17.125000,17.100000,17.100000,17.024149,300
2022-10-27,16.930000,16.940001,16.822001,16.822001,16.747383,1000
2022-10-28,16.620001,16.650000,16.590000,16.650000,16.576145,13800
2022-10-31,16.280001,16.280001,16.280001,16.280001,16.207787,100
2022-11-01,16.474001,16.474001,16.474001,16.474001,16.400927,100
2022-11-02,16.469999,16.600000,16.235001,16.235001,16.162987,2200
2022-11-03,16.540001,16.540001,16.540001,16.540001,16.466635,100
2022-11-04,16.936001,17.020000,16.850000,17.020000,16.944504,1700
2022-11-07,16.840000,16.889999,16.840000,16.879999,16.805124,1000
2022-11-08,17.240000,17.270000,17.240000,17.270000,17.193396,600
2022-11-09,17.190001,17.230000,16.990000,16.990000,16.914637,2100
2022-11-10,17.799999,18.120001,17.799999,17.969999,17.890289,5000
2022-11-11,17.840000,17.940001,17.820000,17.870001,17.790735,6900
2022-11-14,17.670000,17.670000,17.530001,17.599001,17.520937,2300
2022-11-15,17.969999,17.969999,17.754999,17.790001,17.711090,500
2022-11-16,17.650000,17.650000,17.650000,17.650000,17.571709,100
2022-11-17,17.440001,17.530001,17.440001,17.530001,17.452242,500
2022-11-18,17.400000,17.400000,17.320000,17.340000,17.263084,4000
2022-11-21,17.139999,17.160000,17.090000,17.129999,17.054016,1400
2022-11-22,17.260000,17.309999,17.180000,17.309999,17.233217,2000
2022-11-23,17.520000,17.618999,17.520000,17.618999,17.540846,400
2022-11-25,17.500000,17.545000,17.500000,17.545000,17.467175,100
2022-11-28,17.302000,17.302000,17.302000,17.302000,17.225254,100
2022-11-29,17.230000,17.230000,17.230000,17.230000,17.153572,200
2022-11-30,17.610001,17.889999,17.570000,17.889999,17.810644,1600
2022-12-01,17.990000,18.007000,17.980000,17.980000,17.900246,200
2022-12-02,17.940001,18.059999,17.940001,18.059999,17.979891,500
2022-12-05,17.980000,17.980000,17.930000,17.978001,17.898254,1600
2022-12-06,18.084999,18.084999,17.840000,17.910000,17.830557,3300
2022-12-07,17.809999,17.820000,17.750000,17.780001,17.701134,2000
2022-12-08,17.900000,17.920000,17.900000,17.920000,17.840511,400
2022-12-09,17.889999,17.910000,17.760000,17.760000,17.681221,400
2022-12-12,17.799999,17.910000,17.799999,17.910000,17.830557,100
2022-12-13,17.974001,17.974001,17.974001,17.974001,17.894274,0
2022-12-14,18.040001,18.080000,18.040001,18.056999,17.976904,1000
2022-12-15,17.930000,17.930000,17.860001,17.860001,17.780779,200
2022-12-16,17.520000,17.570000,17.370001,17.570000,17.492064,3100
2022-12-19,17.610001,17.610001,17.379999,17.379999,17.302906,500
2022-12-20,17.570000,17.570000,17.570000,17.570000,17.492064,100
2022-12-21,17.646000,17.646000,17.646000,17.646000,17.567728,100
2022-12-22,17.379999,17.389999,17.299999,17.299999,17.223261,6600
2022-12-23,17.139999,17.305000,17.120001,17.305000,17.228241,2000
2022-12-27,17.870001,17.910000,17.809999,17.820000,17.740955,1300
2022-12-28,17.809999,17.809999,17.809999,17.809999,17.730999,100
2022-12-29,18.049999,18.049999,18.049999,18.049999,18.049999,100
2022-12-30,18.080000,18.080000,17.910000,17.910000,17.910000,1000
2023-01-03,18.280001,18.299999,18.280001,18.299999,18.299999,100
2023-01-04,18.340000,18.360001,18.305000,18.360001,18.360001,800
2023-01-05,18.209999,18.240000,18.120001,18.160000,18.160000,8500
2023-01-06,18.480000,18.719999,18.430000,18.719999,18.719999,6800
2023-01-09,18.809999,18.920000,18.780001,18.780001,18.780001,1600
2023-01-10,18.770000,18.790001,18.770000,18.780001,18.780001,1000
2023-01-11,18.910000,19.270000,18.910000,19.270000,19.270000,295500
2023-01-12,19.450001,19.559999,19.450001,19.540001,19.540001,2200
2023-01-13,19.260000,19.270000,19.230000,19.230000,19.230000,1000
2023-01-17,19.410000,19.450001,19.405001,19.450001,19.450001,2500
2023-01-18,19.570000,19.570000,19.291000,19.291000,19.291000,2300
2023-01-19,19.020000,19.049000,18.969999,18.969999,18.969999,1400
2023-01-20,18.889999,18.920000,18.830000,18.920000,18.920000,1200
2023-01-23,19.000000,19.070000,19.000000,19.035000,19.035000,2400
2023-01-24,18.969999,19.000000,18.969999,19.000000,19.000000,400
2023-01-25,18.940001,18.940001,18.730000,18.844999,18.844999,7900
2023-01-26,18.930000,18.930000,18.881001,18.881001,18.881001,700
2023-01-27,18.680000,18.809999,18.660000,18.740000,18.740000,183200
2023-01-30,18.709999,18.709999,18.545000,18.549999,18.549999,82600
2023-01-31,18.790001,18.889999,18.709999,18.889999,18.889999,60000
2023-02-01,18.969999,19.129999,18.799999,19.059999,19.059999,41700
2023-02-02,19.200001,19.219999,19.059999,19.075001,19.075001,16700
2023-02-03,18.639999,18.820000,18.639999,18.660000,18.660000,177200
2023-02-06,18.559999,18.579000,18.420000,18.559999,18.559999,97600
2023-02-07,18.510000,18.629999,18.410000,18.629999,18.629999,21800
2023-02-08,18.760000,18.809999,18.531000,18.549999,18.549999,132200
2023-02-09,19.049999,19.049999,18.656000,18.760000,18.760000,21900
2023-02-10,18.730000,18.730000,18.580000,18.625000,18.625000,6200
2023-02-13,18.500000,18.700001,18.500000,18.674999,18.674999,11700
2023-02-14,18.570000,18.629999,18.400000,18.555000,18.555000,14100
2023-02-15,18.309999,18.500000,18.250000,18.500000,18.500000,51200
2023-02-16,18.160000,18.340000,18.059999,18.219999,18.219999,207900
2023-02-17,18.120001,18.170000,18.030001,18.150000,18.150000,29700
2023-02-21,18.280001,18.316000,18.049999,18.080000,18.080000,130800
2023-02-22,18.020000,18.020000,17.780001,17.830000,17.830000,204800
2023-02-23,17.850000,18.020000,17.701000,17.780001,17.780001,23400
2023-02-24,17.610001,17.610001,17.379999,17.430000,17.430000,31200
2023-02-27,17.639999,17.680000,17.510000,17.549999,17.549999,60400
2023-02-28,17.469999,17.590000,17.430000,17.500000,17.500000,15200
2023-03-01,17.650000,17.750000,17.600000,17.639999,17.639999,17800
2023-03-02,17.469999,17.540001,17.420000,17.540001,17.540001,55900
2023-03-03,17.549999,17.677000,17.490000,17.629999,17.629999,15000
2023-03-06,17.730000,17.740000,17.660999,17.680000,17.680000,10000
2023-03-07,17.570000,17.652000,17.405001,17.420000,17.420000,1900
2023-03-08,17.320000,17.480000,17.320000,17.480000,17.480000,2600
2023-03-09,17.530001,17.540001,17.330000,17.340000,17.340000,3000
2023-03-10,17.309999,17.395000,17.101000,17.135000,17.135000,32000
2023-03-13,17.020000,17.309999,17.000000,17.309999,17.309999,6900
2023-03-14,17.469999,17.570000,17.440001,17.495001,17.495001,5300
2023-03-15,17.049999,17.070000,16.799999,16.990000,16.990000,10500
2023-03-16,16.750000,16.933001,16.680000,16.930000,16.930000,8600
2023-03-17,16.695000,16.695000,16.520000,16.660000,16.660000,9000
2023-03-20,16.802999,16.840000,16.770000,16.799999,16.799999,4000
2023-03-21,17.090000,17.090000,16.934999,16.934999,16.934999,3100
2023-03-22,16.934999,17.000000,16.780001,16.780001,16.780001,1300
2023-03-23,16.969999,17.000000,16.740000,16.820000,16.820000,2800
2023-03-24,16.530001,16.650000,16.530001,16.650000,16.650000,2100
2023-03-27,16.809999,16.900000,16.809999,16.885000,16.885000,285000
2023-03-28,16.770000,16.774000,16.770000,16.770000,16.770000,600
2023-03-29,16.879999,16.900000,16.790001,16.879999,16.879999,2400
2023-03-30,17.270000,17.430000,17.270000,17.400000,17.400000,3600
2023-03-31,17.410000,17.445000,17.360001,17.370001,17.370001,1800
2023-04-03,17.410000,17.459999,17.379999,17.389999,17.389999,2300
2023-04-04,17.230000,17.290001,17.160000,17.160000,17.160000,5900
2023-04-05,17.200001,17.200001,17.129999,17.170000,17.170000,1100
2023-04-06,17.200001,17.200001,17.200001,17.200001,17.200001,300
2023-04-10,17.070000,17.290001,17.070000,17.290001,17.290001,2200
2023-04-11,17.170000,17.230000,17.170000,17.200001,17.200001,2100
2023-04-12,17.299999,17.360001,17.215000,17.215000,17.215000,2200
2023-04-13,17.320000,17.440001,17.320000,17.440001,17.440001,3600
2023-04-14,17.299999,17.299999,17.299999,17.299999,17.299999,400
