Open,Close,High,Low,Volume,Date
0,2266,2290.49,2265.8,369.00,03/29/21
0,2298.15,2298.2,2267,1,188.00,03/26/21
0,2243.98,2247.66,2235.35,1,255.00,03/25/21
0,2258,2258,2209.32,393.00,03/24/21
0,2231.5,2238.53,2209.5,1,208.00,03/23/21
0,2272,2286.68,2256.5,692.00,03/22/21
0,2265.5,2265.5,2210.25,795.00,03/19/21
0,2222.65,2226.3,2209.25,979.00,03/18/21
0,2227.5,2241.25,2217.37,820.00,03/17/21
0,2202.3,2219.9,2189.2,1,721.00,03/16/21
0,2217.8,2218.2,2185,1,199.00,03/15/21
0,2171.15,2174.2,2163.9,448.00,03/12/21
0,2177.85,2184.75,2167.5,1,310.00,03/11/21
0,2168.2,2179,2168.2,580.00,03/10/21
0,2165.25,2173.25,2131.5,1,082.00,03/09/21
0,2183,2197,2163.35,671.00,03/08/21
0,2162.38,2176,2134.75,907.00,03/05/21
0,2170.71,2209.5,2150.86,1,863.00,03/04/21
0,2200,2228.25,2200,1,374.00,03/03/21
0,2211.5,2224.5,2112.75,2,083.00,03/02/21
0,2153.27,2165.35,2129.35,1,044.00,03/01/21
0,2154.35,2214.75,2154.35,1,356.00,02/26/21
0,2230.34,2239.5,2219.85,1,082.00,02/25/21
0,2178,2184.65,2144.57,1,239.00,02/24/21
0,2127.28,2153.68,2127.28,1,383.00,02/23/21
0,2166.5,2166.65,2153.5,953.00,02/22/21
0,2132.96,2161,2127.35,2,385.00,02/19/21
0,2136.86,2162,2128.75,422.00,02/18/21
0,2115,2115.15,2083,1,883.00,02/17/21
0,2086.65,2086.7,2073.5,586.00,02/16/21
0,2083.35,2088.01,2080.18,637.00,02/15/21
0,2089.35,2089.85,2080.5,599.00,02/12/21
0,2079.5,2080.65,2065.15,993.00,02/11/21
0,2077.46,2079.2,2068.5,708.00,02/10/21
0,2054.15,2055.05,2034.25,781.00,02/09/21
0,2027.75,2034.68,2027.09,555.00,02/08/21
0,2015.65,2015.65,2000,604.00,02/05/21
0,1996,1996,1982.93,1,257.00,02/04/21
0,1973.5,1976.2,1961.5,966.00,02/03/21
0,1972.65,1975.15,1958.84,1,360.00,02/02/21
0,1969,1994,1968.8,1,485.00,02/01/21
0,1998.62,2001.91,1977.3,1,265.00,01/29/21
0,1984.08,2000.2,1971.29,1,090.00,01/28/21
0,1995.39,2017.25,1987,689.00,01/27/21
0,2016.3,2020.15,2010.75,1,417.00,01/26/21
0,2007,2012.2,2004.15,921.00,01/25/21
0,1994.84,1995.4,1975.2,954.00,01/22/21
0,1997.15,2001.25,1992,1,146.00,01/21/21
0,1980.5,1983.05,1976.75,568.00,01/20/21
0,1964.2,1975,1957.13,2,313.00,01/19/21
0,1981.5,1984.35,1971.85,712.00,01/18/21
0,1990.85,2008.5,1990.85,810.00,01/15/21
0,2004,2015.75,2004,1,683.00,01/14/21
0,2011.8,2018.25,2005.75,1,845.00,01/13/21
0,2009,2027.2,2009,1,935.00,01/12/21
0,1999,2011.75,1999,1,750.00,01/11/21
0,2021.65,2032,2021.35,551.00,01/08/21
0,2025.6,2038,2020.25,642.00,01/07/21
0,2038.7,2068.15,2035.12,818.00,01/06/21
0,2040.35,2040.35,2028.55,627.00,01/05/21
0,2031.5,2031.65,1987.75,1,003.00,01/04/21
0,1979.35,1996.85,1979.03,986.00,12/31/20
0,1999.3,2003.5,1989.35,979.00,12/30/20
0,1991.15,2008.63,1989.4,1,151.00,12/29/20
0,2030,2030,2008.75,558.00,12/24/20
0,2008.15,2019,1994.41,850.00,12/23/20
0,1999.6,2021.25,1995.35,1,270.00,12/22/20
0,2026.53,2030.15,2017.9,541.00,12/21/20
0,2055.72,2076,2051.04,901.00,12/18/20
0,2064,2094.75,2031.75,2,105.00,12/17/20
0,2035,2048.77,2028.11,1,077.00,12/16/20
0,2031.43,2043.75,2028,876.00,12/15/20
0,2048.69,2054.15,2036.75,924.00,12/14/20
0,2026.85,2068.88,2021.91,497.00,12/11/20
0,2057.5,2061.65,2041.8,204.00,12/10/20
0,2035,2036.27,2001.75,381.00,12/09/20
0,1990.15,2008,1989.85,1,196.00,12/08/20
0,2017.1,2028.25,2015.55,875.00,12/07/20
0,2044.25,2044.25,2027.75,640.00,12/04/20
0,2024.2,2053.5,2012.5,1,236.00,12/03/20
0,2054.85,2078.5,2035,1,615.00,12/02/20
0,2064.65,2065.75,2045.4,1,524.00,12/01/20
0,2045,2045.15,2005.25,605.00,11/30/20
0,1998.65,2000,1982.25,3,077.00,11/27/20
0,1976.15,1983.75,1974.97,788.00,11/26/20
0,1970,1992.65,1966.85,1,063.00,11/25/20
0,1986.35,1989.53,1968.75,556.00,11/24/20
0,1984.08,1993.5,1973.3,708.00,11/23/20
0,1995.5,2003.25,1991.85,1,537.00,11/20/20
0,1992.5,1994.65,1986.6,1,319.00,11/19/20
0,1993.35,1998,1975.25,1,267.00,11/18/20
0,1977.65,1980,1950.03,4,292.00,11/17/20
0,1946.38,1951.15,1938.15,386.00,11/16/20
0,1931.85,1941,1928.5,842.00,11/13/20
0,1927.15,1932.2,1921.5,970.00,11/12/20
0,1918,1923.7,1915,432.00,11/11/20
0,1908,1908.2,1893.75,512.00,11/10/20
0,1893.35,1932.2,1893.3,1,227.00,11/09/20
0,1901.3,1907.75,1897.5,1,117.00,11/06/20
0,1897.35,1903.25,1888.5,941.00,11/05/20
0,1881.15,1908.5,1864.5,1,772.00,11/04/20
0,1905.5,1905.7,1863.25,1,386.00,11/03/20
0,1865.85,1868.5,1839.3,2,385.00,11/02/20
0,1848.35,1848.5,1802.25,1,316.00,10/30/20
0,1801.21,1813.75,1795.35,1,336.00,10/29/20
0,1809.5,1820.75,1805,868.00,10/28/20
0,1816.15,1834.75,1816.15,664.00,10/27/20
0,1827.35,1843.54,1827.35,670.00,10/26/20
0,1842.65,1842.86,1839,217.00,10/23/20
0,1846.35,1846.65,1839.75,483.00,10/22/20
0,1843.65,1854.7,1842.75,726.00,10/21/20
0,1834.5,1851.75,1834.35,1,478.00,10/20/20
0,1853.5,1862.25,1853.35,1,363.00,10/19/20
0,1870.65,1870.65,1851.5,1,386.00,10/16/20
0,1852,1854.2,1838,1,301.00,10/15/20
0,1850.25,1853.75,1849.25,1,748.00,10/14/20
0,1858.2,1858.2,1851.75,2,065.00,10/13/20
0,1855.3,1855.5,1837.58,2,282.00,10/12/20
0,1841.4,1852.17,1805.35,904.00,10/09/20
0,1804.35,1804.7,1796.35,852.00,10/08/20
0,1783.35,1791.15,1765.13,1,478.00,10/07/20
0,1764.8,1787.75,1764.8,894.00,10/06/20
0,1776.2,1781.05,1760.24,328.00,10/05/20
0,1767.85,1774.15,1730.75,1,632.00,10/02/20
0,1737,1767.75,1735,1,186.00,10/01/20
0,1765.75,1783.2,1764.8,1,839.00,09/30/20
0,1782.8,1783,1777.88,916.00,09/29/20
0,1775,1781.22,1765.17,1,089.00,09/28/20
0,1748.5,1757.25,1745.85,1,252.00,09/25/20
0,1749.3,1749.3,1734.8,1,258.00,09/24/20
0,1754.65,1771.75,1754.35,1,158.00,09/23/20
0,1776.65,1791.5,1776.35,1,062.00,09/22/20
0,1779.65,1800.2,1778.19,601.00,09/21/20
0,1792.3,1793.75,1784.75,1,754.00,09/18/20
0,1781,1794.75,1780.85,1,211.00,09/17/20
0,1791.25,1801,1791.25,1,244.00,09/16/20
0,1789.5,1807,1789.3,933.00,09/15/20
0,1800.65,1801.24,1779,629.00,09/14/20
0,1775,1785.35,1774.85,864.00,09/11/20
0,1780.25,1792.25,1773,1,197.00,09/10/20
0,1783.85,1787.5,1777.3,695.00,09/09/20
0,1791.85,1792,1777.96,664.00,09/08/20
0,1795.5,1803.7,1795.5,593.00,09/07/20
0,1786.65,1792.1,1778.57,531.00,09/04/20
0,1780.2,1796.5,1776,1,134.00,09/03/20
0,1786.2,1815,1785.85,345.00,09/02/20
0,1819.53,1823.75,1815.09,859.00,09/01/20
0,1801.25,1804.74,1797.3,846.00,08/28/20
0,1780.85,1781.2,1773.2,811.00,08/27/20
0,1780,1785.53,1778.8,514.00,08/26/20
0,1775.5,1775.5,1772.98,341.00,08/25/20
0,1770.35,1777.1,1770.35,429.00,08/24/20
0,1764.85,1797.4,1761.3,1,042.00,08/21/20
0,1789.35,1799.6,1778.75,1,933.00,08/20/20
0,1793.5,1795.82,1782.75,665.00,08/19/20
0,1774,1783.28,1759.75,1,893.00,08/18/20
0,1758.13,1758.13,1745.75,767.00,08/17/20
0,1745.85,1769.6,1745.85,572.00,08/14/20
0,1763.35,1787.63,1757.34,815.00,08/13/20
0,1787,1789.65,1776.25,1,298.00,08/12/20
0,1786,1786.2,1749.65,1,585.00,08/11/20
0,1785.8,1786.2,1753.45,1,318.00,08/10/20
0,1770.85,1780,1770.85,516.00,08/07/20
0,1777.65,1777.65,1758.25,639.00,08/06/20
0,1766.8,1778.65,1765.03,796.00,08/05/20
0,1770.2,1770.2,1747.15,573.00,08/04/20
0,1751.85,1752,1711,973.00,08/03/20
0,1713.35,1729,1713.35,2,312.00,07/31/20
0,1720.72,1730,1718.85,647.00,07/30/20
0,1724.85,1726.7,1724.85,695.00,07/29/20
0,1724,1724,1708.8,807.00,07/28/20
0,1708.2,1708.2,1700.35,407.00,07/27/20
0,1700,1705.2,1689,859.00,07/24/20
0,1701.2,1701.2,1697.35,226.00,07/23/20
0,1686.98,1699.75,1681,617.00,07/22/20
0,1696.35,1699.6,1669,974.00,07/21/20
0,1664.65,1664.7,1657.5,698.00,07/20/20
0,1661.65,1670.5,1654.3,1,440.00,07/17/20
0,1670.65,1675.65,1659.7,1,001.00,07/16/20
0,1680.15,1687.5,1680.15,430.00,07/15/20
0,1688.5,1688.5,1674.5,832.00,07/14/20
0,1689.85,1695.65,1664.65,757.00,07/13/20
0,1688.5,1693.5,1661.75,1,013.00,07/10/20
0,1664,1687,1663.85,1,113.00,07/09/20
0,1665.1,1670.15,1636,2,544.00,07/08/20
0,1634,1635.25,1629.5,583.00,07/07/20
0,1634.35,1634.7,1592.8,852.00,07/06/20
0,1614,1625.35,1612.75,886.00,07/03/20
0,1620.8,1623.75,1615.15,590.00,07/02/20
0,1621,1623.54,1593.3,942.00,07/01/20
0,1619.75,1625.35,1611.36,1,534.00,06/30/20
0,1608.8,1613.5,1603.04,1,283.00,06/29/20
0,1601.35,1605.2,1576,1,543.00,06/26/20
0,1569.85,1576,1563,496.00,06/25/20
0,1572.2,1595.5,1572.2,492.00,06/24/20
0,1594.85,1599.02,1592.5,1,388.00,06/23/20
0,1603,1603.18,1587.5,742.00,06/22/20
0,1591.9,1605,1578,793.00,06/19/20
0,1600,1611,1600,857.00,06/18/20
0,1607.35,1612.2,1598.8,1,394.00,06/17/20
0,1597.5,1612.85,1589.7,864.00,06/16/20
0,1577,1577,1565.92,909.00,06/15/20
0,1584.85,1594.5,1584.85,585.00,06/12/20
0,1601.35,1615.28,1598.8,952.00,06/11/20
0,1627.35,1639.2,1609,418.00,06/10/20
0,1605.65,1610,1588.5,722.00,06/09/20
0,1605.15,1609,1591.75,834.00,06/08/20
0,1591.35,1593.35,1564.5,1,218.00,06/05/20
0,1563.15,1574.71,1560,919.00,06/04/20
0,1568.7,1568.7,1549,904.00,06/03/20
0,1547,1555.2,1528.5,1,805.00,06/02/20
0,1541.23,1548.25,1536.8,1,263.00,06/01/20
0,1545.58,1551,1536,1,078.00,05/29/20
0,1536.85,1537.29,1523.85,685.00,05/28/20
0,1525,1530.2,1521,1,449.00,05/27/20
0,1519.4,1519.65,1512,1,129.00,05/26/20
0,1506.35,1517.25,1498,1,357.00,05/22/20
0,1520.85,1527,1507.5,1,688.00,05/21/20
0,1490.44,1512.7,1486.3,651.00,05/20/20
0,1490.25,1498.9,1487.25,956.00,05/19/20
0,1495.75,1496.15,1467.75,1,413.00,05/18/20
0,1461.85,1482.75,1461.85,641.00,05/15/20
0,1474.1,1481,1468.8,1,357.00,05/14/20
0,1480,1480.15,1474.65,1,071.00,05/13/20
0,1481.9,1485.19,1477.35,1,088.00,05/12/20
0,1497.5,1497.5,1490,697.00,05/11/20
0,1495,1495,1481.35,1,270.00,05/07/20
0,1479.3,1493.75,1479.3,311.00,05/06/20
0,1484.3,1491.25,1477.11,525.00,05/05/20
0,1486.85,1493.75,1475.1,1,321.00,05/01/20
0,1494.65,1509.5,1494.65,1,578.00,04/30/20
0,1506,1513.75,1503.5,1,221.00,04/29/20
0,1504.5,1516.75,1499.65,1,264.00,04/28/20
0,1506.85,1522.75,1506.85,691.00,04/27/20
0,1506.88,1513.35,1506.88,353.00,04/24/20
0,1513.85,1526,1506.5,600.00,04/23/20
0,1515.15,1520,1489.75,1,216.00,04/22/20
0,1490.35,1503.75,1483,800.00,04/21/20
0,1502.8,1517.05,1488.5,985.00,04/20/20
0,1506.9,1527.75,1506.9,515.00,04/17/20
0,1512.35,1520,1512.35,734.00,04/16/20
0,1507.7,1520.25,1507,1,156.00,04/15/20
0,1503.35,1508.75,1495.25,716.00,04/14/20
0,1479.35,1481.75,1466.75,765.00,04/09/20
0,1465.65,1484.75,1459.25,527.00,04/08/20
0,1477.35,1491.7,1477.35,1,134.00,04/07/20
0,1471.85,1481.25,1460.25,447.00,04/06/20
0,1481.35,1503,1481,1,379.00,04/03/20
0,1491,1497,1482,779.00,04/02/20
0,1499.65,1529,1490.68,1,217.00,04/01/20
0,1532.77,1536,1523.5,765.00,03/31/20
0,1530.7,1548,1527.8,372.00,03/30/20
0,1545.5,1553,1538,1,007.00,03/27/20
0,1536.15,1541.9,1534,783.00,03/26/20
0,1537.5,1546.38,1537.5,844.00,03/25/20
0,1548,1578.75,1545.65,731.00,03/24/20
0,1560.8,1572.25,1540.25,756.00,03/23/20
0,1583,1640.15,1581.85,9,877.00,03/20/20
0,1630.15,1630.2,1583,6,960.00,03/19/20
0,1649.85,1650.25,1618.25,18,797.00,03/18/20
0,1651.5,1679.04,1643,17,332.00,03/17/20
0,1674.85,1675.15,1654.25,9,278.00,03/16/20
0,1680.65,1700.34,1668.5,5,632.00,03/13/20
0,1655.85,1672.5,1655.85,12,500.00,03/12/20
0,1674.85,1698.55,1674.85,7,326.00,03/11/20
0,1697.15,1708.5,1688.5,13,970.00,03/10/20
0,1687.15,1687.15,1654.8,16,058.00,03/09/20
0,1685.15,1715.85,1684.85,4,182.00,03/06/20
0,1720.15,1732.65,1719.85,2,310.00,03/05/20
0,1726.15,1732,1722.5,2,545.00,03/04/20
0,1721.85,1728.44,1713.75,2,414.00,03/03/20
0,1717.15,1718,1688.25,2,424.00,03/02/20
0,1694.35,1694.75,1665.25,3,043.00,02/28/20
0,1690,1692.86,1688,1,924.00,02/27/20
0,1695.85,1704.75,1695.85,2,142.00,02/26/20
0,1703,1706.81,1699.25,1,407.00,02/25/20
0,1699,1699.95,1691.92,1,648.00,02/24/20
0,1713.5,1714.75,1702.5,1,308.00,02/21/20
0,1711.15,1723.75,1710,1,476.00,02/20/20
0,1720.2,1723.75,1712,2,707.00,02/19/20
0,1720.15,1726.75,1708,1,324.00,02/18/20
0,1721.15,1725.75,1711,1,649.00,02/17/20
0,1722.15,1743.71,1721.85,1,597.00,02/14/20
0,1752.79,1752.79,1726.25,2,043.00,02/13/20
0,1734.15,1737.15,1731.85,1,172.00,02/12/20
0,1734,1742.5,1712.75,2,645.00,02/11/20
0,1702.2,1729.75,1701.85,1,460.00,02/10/20
0,1725.85,1745.75,1720.6,2,186.00,02/07/20
0,1737,1741,1722.25,1,961.00,02/06/20
0,1715.15,1721.15,1704.75,3,125.00,02/05/20
0,1686.15,1714.2,1685.35,3,584.00,02/04/20
0,1686.35,1735.96,1686,3,558.00,02/03/20
0,1723.15,1727.97,1714.42,2,510.00,01/31/20
0,1731,1744,1730.8,2,580.00,01/30/20
0,1736.85,1756.75,1735,3,705.00,01/29/20
0,1752.15,1771.75,1751.8,1,915.00,01/28/20
0,1764.15,1770.7,1763.85,2,010.00,01/27/20
0,1780.85,1795.75,1780.85,1,415.00,01/24/20
0,1794,1810.25,1789.35,1,545.00,01/23/20
0,1811.15,1829.04,1808,1,876.00,01/22/20
0,1824.3,1824.8,1806.25,1,673.00,01/21/20
0,1815.74,1815.74,1809.75,1,418.00,01/20/20
0,1805,1811,1804,2,967.00,01/17/20
0,1812,1816.29,1803.75,1,494.00,01/16/20
0,1800.85,1807.25,1799.25,2,061.00,01/15/20
0,1808.85,1809.15,1793.35,1,943.00,01/14/20
0,1798.15,1803.05,1791.65,1,803.00,01/13/20
0,1806,1810.85,1797.6,1,333.00,01/10/20
0,1803.7,1809.19,1799.1,127.00,01/09/20
0,1801,1816.25,1771.5,1,919.00,01/08/20
0,1816,1833.5,1815.85,1,809.00,01/07/20
0,1833,1833.85,1813,1,747.00,01/06/20
0,1820.7,1825,1792.13,2,218.00,01/03/20
0,1804.35,1811.75,1789.9,3,302.00,01/02/20
0,1810,1830,1809.85,2,125.00,12/31/19
0,1827.15,1827.15,1816.65,765.00,12/30/19
0,1825.15,1825.15,1788,1,461.00,12/27/19
0,1814,1816.2,1812,1,203.00,12/24/19
0,1804,1804.15,1795.25,1,648.00,12/23/19
0,1799.85,1802.25,1796.25,929.00,12/20/19
0,1796.85,1797,1778.25,1,031.00,12/19/19
0,1776.85,1781.05,1766.25,1,747.00,12/18/19
0,1763.85,1775.75,1763.85,1,887.00,12/17/19
0,1775.75,1778.15,1765.75,1,759.00,12/16/19
0,1767.85,1778.45,1763.51,1,363.00,12/13/19
0,1774.85,1775.15,1759.25,1,181.00,12/12/19
0,1760,1762.2,1756,1,199.00,12/11/19
0,1755,1756.22,1751.23,1,387.00,12/10/19
0,1757,1769.75,1756.85,1,489.00,12/09/19
0,1765.15,1766,1739.93,2,324.00,12/06/19
0,1752,1756,1745.47,1,522.00,12/05/19
0,1757.2,1771,1750,2,125.00,12/04/19
0,1766.25,1791.2,1765.85,3,659.00,12/03/19
0,1790,1790.15,1754.89,2,842.00,12/02/19
0,1769.85,1770.25,1754.79,1,372.00,11/29/19
0,1752.15,1770.25,1752,692.00,11/28/19
0,1763.85,1770.15,1760.35,1,028.00,11/27/19
0,1753,1753.15,1737.84,3,050.00,11/26/19
0,1736.15,1740.15,1735.85,1,618.00,11/25/19
0,1739,1740.5,1738,1,694.00,11/22/19
0,1734.15,1746.75,1733.85,1,239.00,11/21/19
0,1741,1750,1734.64,1,273.00,11/20/19
0,1730.85,1742.18,1730.35,2,439.00,11/19/19
0,1738.15,1760.75,1737.85,2,696.00,11/18/19
0,1754.85,1755,1738.1,1,907.00,11/15/19
0,1746.78,1771.75,1740.75,1,297.00,11/14/19
0,1767.25,1781.75,1764.85,3,353.00,11/13/19
0,1777.85,1785.75,1765.15,1,808.00,11/12/19
0,1778.85,1808.75,1778.85,3,015.00,11/11/19
0,1807.35,1820.25,1806,1,681.00,11/08/19
0,1812.85,1815.72,1801.25,4,041.00,11/07/19
0,1810,1813.85,1802.59,1,587.00,11/06/19
0,1808.4,1813.52,1808.4,1,327.00,11/05/19
0,1814.85,1815.15,1781.5,5,167.00,11/04/19
0,1785.85,1786.15,1756.52,3,746.00,11/01/19
0,1755.15,1755.15,1735.47,3,217.00,10/31/19
0,1760,1760.15,1747.4,1,843.00,10/30/19
0,1754,1754,1735.75,1,616.00,10/29/19
0,1737,1737,1729.5,1,223.00,10/28/19
0,1728,1728.5,1718.75,1,952.00,10/25/19
0,1723.85,1727.41,1722.15,797.00,10/24/19
0,1725.15,1730.2,1715.8,1,252.00,10/23/19
0,1718.85,1728.75,1716.75,702.00,10/22/19
0,1728.85,1741.85,1728.85,1,355.00,10/21/19
0,1737.85,1739,1723,1,651.00,10/18/19
0,1726.85,1734,1722.25,1,494.00,10/17/19
0,1727.85,1728,1714.5,3,775.00,10/16/19
0,1727.85,1728.15,1713.15,2,754.00,10/15/19
0,1719.85,1725.25,1711.95,1,485.00,10/14/19
0,1721.85,1747.75,1721.85,2,385.00,10/11/19
0,1752.85,1757.5,1739.15,3,581.00,10/10/19
0,1743.85,1748.75,1737,2,782.00,10/09/19
0,1751.35,1758.5,1738,4,000.00,10/08/19
0,1746.15,1746.15,1716.05,33.00,10/07/19
0,1719,1723,1714.5,2,219.00,10/04/19
0,1718,1718.15,1709.4,2,830.00,10/03/19
0,1705,1733.69,1704.85,9,320.00,10/02/19
0,1740,1744,1718.85,8,366.00,10/01/19
0,1721.5,1747.75,1721.35,2,565.00,09/30/19
0,1735,1743.75,1729.85,4,701.00,09/27/19
0,1737,1755.75,1736.85,2,564.00,09/26/19
0,1752,1765.75,1751.85,3,633.00,09/25/19
0,1762.5,1784,1760.03,2,939.00,09/24/19
0,1785,1790.75,1776.5,3,140.00,09/23/19
0,1795,1798.78,1765,2,114.00,09/20/19
0,1800,1800,1786.25,1,775.00,09/19/19
0,1785.5,1792.79,1781.5,3,579.00,09/18/19
0,1792,1792.75,1778.35,1,637.00,09/17/19
0,1793,1816.75,1791,3,842.00,09/16/19
0,1810,1810.15,1768,2,525.00,09/13/19
0,1803,1822.73,1796.26,2,548.00,09/12/19
0,1825,1826.59,1816.25,1,809.00,09/11/19
0,1820,1820.15,1798,5,709.00,09/10/19
0,1799,1799,1785.5,2,818.00,09/09/19
0,1791,1791,1787.75,75.00,09/06/19
0,1784,1786.5,1767.1,3,781.00,09/05/19
0,1775,1777.5,1761,3,115.00,09/04/19
0,1753,1753.15,1741,3,191.00,09/03/19
0,1749,1755.15,1745,990.00,09/02/19
0,1753,1754,1741,1,605.00,08/30/19
0,1753,1753.2,1741,2,832.00,08/29/19
0,1746,1761,1745.85,2,811.00,08/28/19
0,1761,1778,1760,2,538.00,08/27/19
0,1770,1777.32,1764.25,902.00,08/23/19
0,1766,1778.25,1763.15,1,788.00,08/22/19
0,1779,1788.1,1778.75,991.00,08/21/19
0,1782,1794.15,1780.75,2,663.00,08/20/19
0,1794,1804.87,1793.25,1,509.00,08/19/19
0,1792,1798,1783.5,3,509.00,08/16/19
0,1782,1783,1775.2,1,753.00,08/15/19
0,1775,1785.2,1772,3,615.00,08/14/19
0,1785,1792.85,1761,3,454.00,08/13/19
0,1770,1785.77,1767.49,1,947.00,08/12/19
0,1771,1780.25,1770.85,1,501.00,08/09/19
0,1778,1779,1756.25,1,307.00,08/08/19
0,1745,1765.75,1744.85,3,081.00,08/07/19
0,1759,1772.25,1758.85,5,545.00,08/06/19
0,1763,1774.25,1762.85,4,321.00,08/05/19
0,1770,1781.44,1769.85,3,674.00,08/02/19
0,1780,1793.61,1779.85,2,118.00,08/01/19
0,1799,1813,1798.85,2,033.00,07/31/19
0,1803,1812.35,1802.85,1,708.00,07/30/19
0,1811,1812,1796,2,067.00,07/29/19
0,1802,1827.75,1799.3,2,360.00,07/26/19
0,1826,1826.75,1823.85,624.00,07/25/19
0,1826,1829.88,1819.25,2,110.00,07/24/19
0,1816,1822.1,1815,1,345.00,07/23/19
0,1816,1836,1815.8,1,615.00,07/22/19
0,1848,1864.65,1847,1,867.00,07/19/19
0,1854,1854,1838.25,1,068.00,07/18/19
0,1847,1847.15,1838,1,565.00,07/17/19
0,1850,1855.15,1817.9,3,792.00,07/16/19
0,1842,1842.15,1826.25,1,862.00,07/15/19
0,1822,1826.25,1815.03,1,977.00,07/12/19
0,1828,1846.52,1824.65,1,832.00,07/11/19
0,1850,1850.15,1816.25,2,122.00,07/10/19
0,1821,1821.15,1801.18,2,651.00,07/09/19
0,1809,1810,1799.35,1,328.00,07/08/19
0,1803,1806.01,1800,1,779.00,07/05/19
0,1807,1807.15,1789,1,646.00,07/04/19
0,1790,1790.15,1777,1,945.00,07/03/19
0,1782,1794.25,1775.82,2,330.00,07/02/19
0,1794,1809.15,1793,1,942.00,07/01/19
0,1800,1801.43,1793,1,591.00,06/28/19
0,1790,1816.68,1789.85,1,666.00,06/27/19
0,1820,1828.35,1808.75,1,181.00,06/26/19
0,1814,1816.19,1797,1,900.00,06/25/19
0,1793,1793.65,1768.5,2,098.00,06/24/19
0,1767.5,1786.75,1767,1,756.00,06/21/19
0,1781,1804.73,1780.85,2,072.00,06/20/19
0,1784,1784,1774.25,1,584.00,06/19/19
0,1781,1781.5,1760,2,375.00,06/18/19
0,1758.5,1761.5,1746.22,2,102.00,06/17/19
0,1764.5,1777.5,1762.14,1,977.00,06/14/19
0,1787,1792.25,1781.25,1,719.00,06/13/19
0,1790,1791,1768.75,1,129.00,06/12/19
0,1778,1793.95,1777.85,2,013.00,06/11/19
0,1775,1779,1751.75,1,860.00,06/10/19
0,1764,1771.21,1762.51,3,007.00,06/07/19
0,1776,1784.85,1768,937.00,06/06/19
0,1771,1800,1765.85,1,641.00,06/05/19
0,1786,1786.5,1774,2,087.00,06/04/19
0,1777,1792.85,1776.85,4,197.00,06/03/19
0,1794.5,1796,1788,3,186.00,05/31/19
0,1782,1794,1777.85,1,685.00,05/30/19
0,1795,1806.75,1794.85,1,766.00,05/29/19
0,1807,1812,1803,1,704.00,05/28/19
0,1800,1804.5,1792.4,966.00,05/24/19
0,1797.5,1797.65,1769.75,1,708.00,05/23/19
0,1779,1797,1778,1,695.00,05/22/19
0,1796,1805.25,1792.31,2,956.00,05/21/19
0,1797.5,1834.75,1796.75,1,617.00,05/20/19
0,1837,1854.25,1834.25,1,457.00,05/17/19
0,1860,1869.1,1850,1,269.00,05/16/19
0,1855,1855.15,1830.75,1,420.00,05/15/19
0,1844.5,1845,1808.5,1,643.00,05/14/19
0,1809,1810.25,1796.25,3,007.00,05/13/19
0,1808,1814.22,1800,1,773.00,05/10/19
0,1799,1806.2,1792,2,936.00,05/09/19
0,1797,1814,1796.85,204.00,05/08/19
0,1816,1820,1798,2,940.00,05/07/19
0,1795.5,1896.15,1795.35,3,031.00,05/03/19
0,1816,1835.2,1815.75,3,873.00,05/02/19
0,1815,1815.15,1784.8,2,666.00,05/01/19
0,1797,1829,1796.85,4,526.00,04/30/19
0,1828,1846.25,1826,2,138.00,04/29/19
0,1837,1863.85,1832,1,645.00,04/26/19
0,1857,1875.75,1856.85,2,058.00,04/25/19
0,1872,1876.75,1869.15,1,553.00,04/24/19
0,1866,1879.95,1865.85,2,303.00,04/23/19
0,1867,1867.15,1845.1,1,244.00,04/18/19
0,1850,1866.13,1849.85,4,015.00,04/17/19
0,1855.5,1863.35,1855.25,2,315.00,04/16/19
0,1865,1866,1852.65,1,200.00,04/15/19
0,1863,1865,1859.41,1,576.00,04/12/19
0,1860,1867,1856.45,1,881.00,04/11/19
0,1864,1876.25,1863,1,740.00,04/10/19
0,1878,1878.5,1874.42,1,749.00,04/09/19
0,1871,1889.75,1870.8,1,401.00,04/08/19
0,1890,1907.25,1883.53,1,572.00,04/05/19
0,1895,1907,1892,1,716.00,04/04/19
0,1896,1900.8,1888.15,1,363.00,04/03/19
0,1889,1899.75,1883,2,470.00,04/02/19
0,1899,1926.5,1898.8,3,114.00,04/01/19
0,1912,1921.47,1905,3,521.00,03/29/19
0,1903,1913.43,1901.25,2,527.00,03/28/19
0,1911,1914.5,1894.25,1,627.00,03/27/19
0,1888,1891.75,1875.5,1,422.00,03/26/19
0,1883,1898.25,1882.8,1,523.00,03/25/19
0,1903,1907.75,1889.5,1,566.00,03/22/19
0,1899.5,1939.3,1899,1,305.00,03/21/19
0,1937,1951.5,1936.85,1,213.00,03/20/19
0,1946,1946.2,1931,2,495.00,03/19/19
0,1920.5,1921,1894.23,3,053.00,03/18/19
0,1897,1910.75,1890,1,029.00,03/15/19
0,1903,1906.8,1897.35,1,734.00,03/14/19
0,1905,1908.25,1876.75,2,113.00,03/13/19
0,1873,1878.11,1857.5,1,730.00,03/12/19
0,1847,1870.75,1846.8,2,083.00,03/11/19
0,1872,1882.24,1864.25,1,656.00,03/08/19
0,1864,1865.75,1861.5,1,215.00,03/07/19
0,1866,1876.75,1861.5,1,922.00,03/06/19
